product_name,new_price,old_price,discount_ratio,shipping,rating_point,rating_number,seller_name,seller_point,price_class
Modafrato POLO308 Unisex Spor Ayakkabı Erkek Kadın Sneaker,99.0,199.0,50,freeShipping,0,0,ModaFrato,100,1
Hummel HML DOMINO Siyah Erkek Terlik,97.0,129.0,25,freeShipping,0,0,INSTREET,95,1
Lacivert Çocuk Halı Saha Kramponu,89.0,0.0,0,noShipping,0,0,ayakkabiyolla,90,1
Wanderfull 4050 Triko Erkek Spor Ayakkabı Yeni Sezon Yürüyüş Ayak,59.0,139.0,57,freeShipping,0,0,MYPARLAK,91,1
Modalist Santra 108 Çocuk Halı Saha Ayakkabı SİYAH-TURUNCU,89.0,189.0,53,freeShipping,0,0,Modalist,97,1
MASTENS Salon Ayakkabısı (Voleybol-Masa Tenisi-Badminton-Hentbol),95.0,140.0,32,freeShipping,0,0,masatenisiraketi,100,1
Gripy WLKD233 Erkek Halısaha Ayakkabı Futbol Top Ayakkabısı,89.0,119.0,25,freeShipping,0,0,HadoShop,100,1
Hercule Wanderfull Erkek Spor Ayakkabı Günlük Sneaker Rahat Giyim,94.0,184.0,49,freeShipping,0,0,HerculeShoes,100,1
Wanderfull 4130 Erkek Günlük Spor Yürüyüş Ayakkabısı Sonbahar Kış,99.0,199.0,50,freeShipping,0,0,MYPARLAK,91,1
Slazenger EDMOND Sneaker Çocuk Ayakkabı Lacivert Kamuflaj,94.0,134.0,30,freeShipping,0,0,Slazenger,95,1
Slazenger ELA Sneaker Çocuk Ayakkabı Lacivert Kamuflaj,89.0,134.0,33,freeShipping,0,0,Slazenger,95,1
Slazenger ENJOY Spor Çocuk Ayakkabı Siyah Kamuflaj,89.0,189.0,53,freeShipping,0,0,Slazenger,95,1
Slazenger ENJOY Spor Çocuk Ayakkabı Siyah,89.0,189.0,53,freeShipping,0,0,Slazenger,95,1
Marco Luper 4051 Kadın Spor & Yürüyüş Ayakkabısı Yeni Sezon Ortop,74.0,134.0,44,freeShipping,0,0,MYPARLAK,91,1
KİNETİX KEYA ERKEK SPOR AYAKKABI BORDO 40-45,89.0,169.0,48,freeShipping,0,0,fbkayakkabi,98,1
Kinetix TALON W 1FX Siyah Kadın Koşu Ayakkabısı,94.0,129.0,28,freeShipping,0,0,INSTREET,95,1
Polaris 617170.F1PR Siyah Kız Çocuk Sneaker Ayakkabı,86.0,119.0,28,freeShipping,0,0,INSTREET,95,1
A-16 Cimnastik Ayakkabısı,99.0,0.0,0,freeShipping,0,0,rhytmine,98,1
Kinetix MARCO AG 1FX Gri Erkek Çocuk Krampon,87.0,129.0,33,freeShipping,0,0,FLO,95,1
Kappa 643-002-660 Spor Ayakkabı,99.0,120.0,18,freeShipping,0,0,BETASPOR,56,1
MP 191-7371 Gümüş Krampon Halısaha Erkek Futbol Spor Ayakkabı,74.0,129.0,42,freeShipping,0,0,Ayakcenter,100,1
Slazenger SEAD Sneaker Kadın Ayakkabı Pembe,89.0,119.0,25,freeShipping,0,0,Slazenger,95,1
Bjk KALEN  1PR Siyah Erkek Çocuk Sneaker,96.0,129.0,25,freeShipping,0,0,FLO,95,1
LOTTO S7370 SET ACE XI CL SL ÇOCUK AYAKKABISI,89.0,129.0,31,noShipping,0,0,adıgüzelspor,71,1
